STATE,YEAR,Tornado Count,Deaths Direct Count
COLORADO,1984,41,0
COLORADO,1985,26,0
COLORADO,1986,21,0
COLORADO,1987,40,0
COLORADO,1988,48,0
COLORADO,1989,22,0
COLORADO,1990,57,0
COLORADO,1991,76,0
COLORADO,1992,82,0
COLORADO,1993,6,0
COLORADO,1994,35,0
COLORADO,1995,45,0
COLORADO,1996,98,0
COLORADO,1997,47,0
COLORADO,1998,38,0
COLORADO,1999,41,0
COLORADO,2000,60,0
COLORADO,2001,46,0
COLORADO,2002,25,0
COLORADO,2003,30,0
COLORADO,2004,84,0
COLORADO,2005,34,0
COLORADO,2006,21,0
COLORADO,2007,57,1
COLORADO,2008,40,1
COLORADO,2009,46,0
COLORADO,2010,71,0
COLORADO,2011,21,0
COLORADO,2012,34,0
COLORADO,2013,27,0
COLORADO,2014,50,0
COLORADO,2015,57,0
COLORADO,2016,40,0
COLORADO,2017,19,0
COLORADO,2018,51,0
COLORADO,2019,50,0
COLORADO,2020,35,0
COLORADO,2021,49,0
COLORADO,2022,30,0
CONNECTICUT,1950,2,0
CONNECTICUT,1951,3,0
CONNECTICUT,1954,2,0
CONNECTICUT,1955,2,0
CONNECTICUT,1956,1,0
CONNECTICUT,1957,1,0
CONNECTICUT,1958,3,0
CONNECTICUT,1959,3,0
CONNECTICUT,1961,1,0
CONNECTICUT,1962,3,1
CONNECTICUT,1963,1,0
CONNECTICUT,1965,1,0
CONNECTICUT,1966,1,0
CONNECTICUT,1968,3,0
CONNECTICUT,1970,1,0
CONNECTICUT,1971,2,0
CONNECTICUT,1972,3,0
CONNECTICUT,1973,8,0
CONNECTICUT,1974,2,0
CONNECTICUT,1975,2,0
CONNECTICUT,1976,1,0
CONNECTICUT,1979,1,1
CONNECTICUT,1982,1,0
CONNECTICUT,1983,1,0
CONNECTICUT,1984,1,0
CONNECTICUT,1985,2,0
CONNECTICUT,1989,4,0
CONNECTICUT,1990,1,0
CONNECTICUT,1992,4,0
CONNECTICUT,1994,1,0
CONNECTICUT,1995,3,0
CONNECTICUT,1996,2,0
CONNECTICUT,1998,4,0
CONNECTICUT,2000,1,0
CONNECTICUT,2001,4,0
CONNECTICUT,2002,5,0
CONNECTICUT,2006,1,0
CONNECTICUT,2007,2,0
CONNECTICUT,2009,3,0
CONNECTICUT,2010,6,0
CONNECTICUT,2011,1,0
CONNECTICUT,2013,4,0
CONNECTICUT,2014,1,0
CONNECTICUT,2016,1,0
CONNECTICUT,2018,9,0
CONNECTICUT,2019,1,0
CONNECTICUT,2020,7,0
CONNECTICUT,2021,8,0
CONNECTICUT,2022,1,0
DELAWARE,1954,1,0
DELAWARE,1955,1,0
DELAWARE,1957,2,0
DELAWARE,1958,1,0
DELAWARE,1961,1,0
DELAWARE,1962,2,0
DELAWARE,1964,1,0
DELAWARE,1967,4,0
DELAWARE,1973,1,0
DELAWARE,1975,5,0
DELAWARE,1976,2,0
DELAWARE,1977,3,0
DELAWARE,1979,2,0
DELAWARE,1983,1,1
DELAWARE,1984,3,0
DELAWARE,1988,3,0
DELAWARE,1989,3,0
DELAWARE,1990,1,0
DELAWARE,1991,1,0
DELAWARE,1992,6,0
DELAWARE,1993,5,0
DELAWARE,1994,4,0
DELAWARE,1995,2,0
DELAWARE,1998,1,0
DELAWARE,2004,2,0
DELAWARE,2011,1,0
DELAWARE,2012,1,0
DELAWARE,2013,1,0
DELAWARE,2014,1,0
DELAWARE,2015,1,0
DELAWARE,2017,1,0
DELAWARE,2019,2,0
DELAWARE,2020,6,0
DELAWARE,2021,2,0
DISTRICT OF COLUMBIA,2001,1,0
DISTRICT OF COLUMBIA,2017,2,0
DISTRICT OF COLUMBIA,2021,2,0
FLORIDA,1950,6,0
FLORIDA,1951,9,1
FLORIDA,1952,10,0
FLORIDA,1953,21,0
FLORIDA,1954,13,1
FLORIDA,1955,12,0
FLORIDA,1956,10,0
FLORIDA,1957,17,0
FLORIDA,1958,27,1
FLORIDA,1959,18,1
FLORIDA,1960,31,1
FLORIDA,1961,24,0
FLORIDA,1962,18,2
FLORIDA,1963,28,0
FLORIDA,1964,37,0
FLORIDA,1965,12,0
FLORIDA,1966,30,2
FLORIDA,1967,23,2
FLORIDA,1968,61,2
FLORIDA,1969,58,0
FLORIDA,1970,48,0
FLORIDA,1971,59,0
FLORIDA,1972,80,3
FLORIDA,1973,50,1
FLORIDA,1974,58,1
FLORIDA,1975,104,2
FLORIDA,1976,67,1
FLORIDA,1977,35,1
FLORIDA,1978,94,1
FLORIDA,1979,90,1
FLORIDA,1980,60,1
FLORIDA,1981,61,0
FLORIDA,1982,71,2
FLORIDA,1983,93,2
FLORIDA,1984,31,0
FLORIDA,1985,36,1
FLORIDA,1986,53,0
FLORIDA,1987,45,1
FLORIDA,1988,47,2
FLORIDA,1989,72,1
FLORIDA,1990,57,0
FLORIDA,1991,56,0
FLORIDA,1992,60,2
FLORIDA,1993,54,3
FLORIDA,1994,52,1
FLORIDA,1995,93,3
FLORIDA,1996,70,3
FLORIDA,1997,116,0
FLORIDA,1998,115,5
FLORIDA,1999,61,0
FLORIDA,2000,78,0
FLORIDA,2001,73,2
FLORIDA,2002,44,0
FLORIDA,2003,45,1
FLORIDA,2004,107,3
FLORIDA,2005,56,0
FLORIDA,2006,41,0
FLORIDA,2007,51,2
FLORIDA,2008,56,1
FLORIDA,2009,38,0
FLORIDA,2010,21,0
FLORIDA,2011,39,0
FLORIDA,2012,48,1
FLORIDA,2013,38,0
FLORIDA,2014,30,0
FLORIDA,2015,30,0
FLORIDA,2016,45,1
FLORIDA,2017,57,0
FLORIDA,2018,46,0
FLORIDA,2019,29,0
FLORIDA,2020,64,0
FLORIDA,2021,33,0
FLORIDA,2022,44,1
GEORGIA,1950,4,0
GEORGIA,1951,3,0
GEORGIA,1952,13,0
GEORGIA,1953,12,4
GEORGIA,1954,37,5
GEORGIA,1955,16,2
GEORGIA,1956,18,0
GEORGIA,1957,23,2
GEORGIA,1958,11,0
GEORGIA,1959,10,0
GEORGIA,1960,7,0
GEORGIA,1961,48,1
GEORGIA,1962,12,0
GEORGIA,1963,22,1
GEORGIA,1964,19,1
GEORGIA,1965,14,0
GEORGIA,1966,21,0
GEORGIA,1967,25,0
GEORGIA,1968,24,0
GEORGIA,1969,17,0
GEORGIA,1970,20,1
GEORGIA,1971,50,2
GEORGIA,1972,44,1
GEORGIA,1973,36,3
GEORGIA,1974,44,9
GEORGIA,1975,25,2
GEORGIA,1976,21,0
GEORGIA,1977,17,1
GEORGIA,1978,19,0
GEORGIA,1979,20,0
GEORGIA,1980,43,0
GEORGIA,1981,8,0
GEORGIA,1982,15,0
GEORGIA,1983,29,0
GEORGIA,1984,38,0
GEORGIA,1985,12,0
GEORGIA,1986,10,0
GEORGIA,1987,3,0
GEORGIA,1988,4,0
GEORGIA,1989,45,3
GEORGIA,1990,18,0
GEORGIA,1991,18,0
GEORGIA,1992,25,3
GEORGIA,1993,16,3
GEORGIA,1994,32,2
GEORGIA,1995,21,1
GEORGIA,1996,18,1
GEORGIA,1997,24,1
GEORGIA,1998,45,6
GEORGIA,1999,13,0
GEORGIA,2000,33,4
GEORGIA,2001,14,0
GEORGIA,2002,29,0
GEORGIA,2003,32,2
GEORGIA,2004,46,1
GEORGIA,2005,59,3
GEORGIA,2006,25,0
GEORGIA,2007,56,4
GEORGIA,2008,86,4
GEORGIA,2009,68,1
GEORGIA,2010,13,0
GEORGIA,2011,67,6
GEORGIA,2012,17,0
GEORGIA,2013,25,1
GEORGIA,2014,43,0
GEORGIA,2015,25,0
GEORGIA,2016,34,0
GEORGIA,2017,147,4
GEORGIA,2018,25,0
GEORGIA,2019,56,0
GEORGIA,2020,77,2
GEORGIA,2021,53,0
GEORGIA,2022,52,1
HAWAII,1955,2,0
HAWAII,1957,1,0
HAWAII,1963,2,0
HAWAII,1965,1,0
HAWAII,1967,2,0
HAWAII,1971,5,0
HAWAII,1973,1,0
HAWAII,1975,1,0
HAWAII,1978,1,0
HAWAII,1980,1,0
HAWAII,1982,3,0
HAWAII,1983,1,0
HAWAII,1985,1,0
HAWAII,1986,2,0
HAWAII,1988,2,0
HAWAII,1989,1,0
HAWAII,2002,1,0
HAWAII,2003,1,0
HAWAII,2004,3,0
HAWAII,2005,2,0
HAWAII,2006,2,0
HAWAII,2008,2,0
HAWAII,2009,1,0
HAWAII,2011,1,0
HAWAII,2012,1,0
HAWAII,2015,1,0
IDAHO,1954,3,0
IDAHO,1955,1,0
IDAHO,1956,5,0
IDAHO,1957,1,0
IDAHO,1958,1,0
IDAHO,1959,2,0
IDAHO,1961,4,0
IDAHO,1962,3,0
IDAHO,1964,2,0
IDAHO,1967,5,0
IDAHO,1968,1,0
IDAHO,1969,1,0
IDAHO,1972,2,0
IDAHO,1973,2,0
IDAHO,1978,2,0
IDAHO,1979,1,0
IDAHO,1980,1,0
IDAHO,1981,2,0
IDAHO,1982,1,0
IDAHO,1983,2,0
IDAHO,1984,5,0
IDAHO,1985,3,0
IDAHO,1986,10,0
IDAHO,1987,7,0
IDAHO,1988,9,0
IDAHO,1989,2,0
IDAHO,1990,9,0
IDAHO,1991,11,0
IDAHO,1992,4,0
IDAHO,1993,6,0
IDAHO,1994,3,0
IDAHO,1995,8,0
IDAHO,1996,4,0
IDAHO,1997,6,0
IDAHO,1998,7,0
IDAHO,1999,1,0
IDAHO,2000,14,0
IDAHO,2001,2,0
IDAHO,2002,3,0
IDAHO,2003,4,0
IDAHO,2004,5,0
IDAHO,2005,6,0
IDAHO,2006,10,0
IDAHO,2007,3,0
IDAHO,2008,2,0
IDAHO,2009,2,0
IDAHO,2010,2,0
IDAHO,2011,2,0
IDAHO,2012,2,0
IDAHO,2013,6,0
IDAHO,2014,3,0
IDAHO,2015,1,0
IDAHO,2016,2,0
IDAHO,2017,1,0
IDAHO,2018,4,0
IDAHO,2019,5,0
IDAHO,2022,1,0
ILLINOIS,1950,11,2
ILLINOIS,1951,5,2
ILLINOIS,1952,4,0
ILLINOIS,1953,5,1
ILLINOIS,1954,9,1
ILLINOIS,1955,27,0
ILLINOIS,1956,30,2
ILLINOIS,1957,46,4
ILLINOIS,1958,33,2
ILLINOIS,1959,37,1
ILLINOIS,1960,43,0
ILLINOIS,1961,46,2
ILLINOIS,1962,13,0
ILLINOIS,1963,15,2
ILLINOIS,1964,8,0
ILLINOIS,1965,34,2
ILLINOIS,1966,11,1
ILLINOIS,1967,43,4
ILLINOIS,1968,9,2
ILLINOIS,1969,10,0
ILLINOIS,1970,17,0
ILLINOIS,1971,17,1
ILLINOIS,1972,36,3
ILLINOIS,1973,65,0
ILLINOIS,1974,111,2
ILLINOIS,1975,46,1
ILLINOIS,1976,37,2
ILLINOIS,1977,35,1
ILLINOIS,1978,16,1
ILLINOIS,1979,12,0
ILLINOIS,1980,16,0
ILLINOIS,1981,36,1
ILLINOIS,1982,39,3
ILLINOIS,1983,14,1
ILLINOIS,1984,36,1
ILLINOIS,1985,17,1
ILLINOIS,1986,24,0
ILLINOIS,1987,24,0
ILLINOIS,1988,24,0
ILLINOIS,1989,19,0
ILLINOIS,1990,64,2
ILLINOIS,1991,36,0
ILLINOIS,1992,23,0
ILLINOIS,1993,12,0
ILLINOIS,1994,17,0
ILLINOIS,1995,59,0
ILLINOIS,1996,71,1
ILLINOIS,1997,35,0
ILLINOIS,1998,105,0
ILLINOIS,1999,76,3
ILLINOIS,2000,58,0
ILLINOIS,2001,21,0
ILLINOIS,2002,40,3
ILLINOIS,2003,136,2
ILLINOIS,2004,87,2
ILLINOIS,2005,22,0
ILLINOIS,2006,144,1
ILLINOIS,2007,23,0
ILLINOIS,2008,55,0
ILLINOIS,2009,61,0
ILLINOIS,2010,53,1
ILLINOIS,2011,78,0
ILLINOIS,2012,37,2
ILLINOIS,2013,71,3
ILLINOIS,2014,60,0
ILLINOIS,2015,83,1
ILLINOIS,2016,48,0
ILLINOIS,2017,59,2
ILLINOIS,2018,60,0
ILLINOIS,2019,51,0
ILLINOIS,2020,74,0
ILLINOIS,2021,82,1
ILLINOIS,2022,32,0
INDIANA,1950,3,0
INDIANA,1951,5,0
INDIANA,1952,2,0
INDIANA,1953,9,2
INDIANA,1954,32,1
INDIANA,1955,17,0
INDIANA,1956,35,1
INDIANA,1957,27,0
INDIANA,1958,25,0
INDIANA,1959,16,0
INDIANA,1960,13,0
INDIANA,1961,39,1
INDIANA,1962,15,0
INDIANA,1963,33,1
INDIANA,1964,9,0
INDIANA,1965,59,14
INDIANA,1966,12,0
INDIANA,1967,32,0
INDIANA,1968,18,1
INDIANA,1969,19,0
INDIANA,1970,19,0
INDIANA,1971,17,1
INDIANA,1972,9,0
INDIANA,1973,49,0
INDIANA,1974,63,17
INDIANA,1975,24,0
INDIANA,1976,45,4
INDIANA,1977,14,1
INDIANA,1978,24,0
INDIANA,1979,15,1
INDIANA,1980,38,4
INDIANA,1981,12,0
INDIANA,1982,5,0
INDIANA,1983,5,0
INDIANA,1984,4,0
INDIANA,1985,8,0
INDIANA,1986,26,1
INDIANA,1987,17,0
INDIANA,1988,16,0
INDIANA,1989,26,0
INDIANA,1990,69,3
INDIANA,1991,15,1
INDIANA,1992,55,0
INDIANA,1993,2,0
INDIANA,1994,18,1
INDIANA,1995,12,1
INDIANA,1996,33,0
INDIANA,1997,15,0
INDIANA,1998,41,0
INDIANA,1999,12,0
INDIANA,2000,15,0
INDIANA,2001,31,2
INDIANA,2002,25,0
INDIANA,2003,27,0
INDIANA,2004,53,1
INDIANA,2005,21,2
INDIANA,2006,28,0
INDIANA,2007,21,0
INDIANA,2008,37,3
INDIANA,2009,11,0
INDIANA,2010,31,0
INDIANA,2011,85,0
INDIANA,2012,21,5
INDIANA,2013,53,0
INDIANA,2014,36,0
INDIANA,2015,24,0
INDIANA,2016,43,0
INDIANA,2017,37,0
INDIANA,2018,16,0
INDIANA,2019,32,0
INDIANA,2020,17,0
INDIANA,2021,21,0
INDIANA,2022,15,0
IOWA,1950,4,0
IOWA,1951,5,0
IOWA,1952,6,1
IOWA,1953,32,2
IOWA,1954,19,1
IOWA,1955,7,0
IOWA,1956,7,0
IOWA,1957,17,0
IOWA,1958,16,0
IOWA,1959,26,0
IOWA,1960,29,1
IOWA,1961,16,1
IOWA,1962,12,1
IOWA,1963,15,0
IOWA,1964,55,1
IOWA,1965,51,2
IOWA,1966,41,1
IOWA,1967,53,2
IOWA,1968,28,2
IOWA,1969,28,0
IOWA,1970,22,0
IOWA,1971,35,1
IOWA,1972,25,0
IOWA,1973,33,1
IOWA,1974,27,2
IOWA,1975,40,0
IOWA,1976,26,0
IOWA,1977,38,0
IOWA,1978,27,2
IOWA,1979,61,3
IOWA,1980,50,0
IOWA,1981,36,0
IOWA,1982,36,0
IOWA,1983,33,0
IOWA,1984,81,3
IOWA,1985,28,1
IOWA,1986,47,1
IOWA,1987,44,0
IOWA,1988,67,0
IOWA,1989,40,0
IOWA,1990,80,0
IOWA,1991,62,0
IOWA,1992,30,0
IOWA,1993,7,0
IOWA,1994,49,0
IOWA,1995,49,0
IOWA,1996,22,0
IOWA,1997,26,0
IOWA,1998,78,0
IOWA,1999,73,1
IOWA,2000,51,1
IOWA,2001,112,1
IOWA,2002,32,0
IOWA,2003,31,0
IOWA,2004,124,0
IOWA,2005,51,1
IOWA,2006,40,1
IOWA,2007,51,0
IOWA,2008,115,2
IOWA,2009,26,0
IOWA,2010,34,0
IOWA,2011,54,0
IOWA,2012,18,0
IOWA,2013,31,1
IOWA,2014,113,1
IOWA,2015,72,0
IOWA,2016,48,0
IOWA,2017,68,0
IOWA,2018,76,0
IOWA,2019,59,1
IOWA,2020,31,0
IOWA,2021,146,0
IOWA,2022,55,2
KANSAS,1950,33,1
KANSAS,1951,77,4
KANSAS,1952,21,0
KANSAS,1953,30,0
KANSAS,1954,68,0
KANSAS,1955,101,3
KANSAS,1956,78,3
KANSAS,1957,66,2
KANSAS,1958,49,1
KANSAS,1959,67,1
KANSAS,1960,61,1
KANSAS,1961,49,0
KANSAS,1962,63,0
KANSAS,1963,31,0
KANSAS,1964,96,2
KANSAS,1965,74,0
KANSAS,1966,35,2
KANSAS,1967,30,2
KANSAS,1968,24,0
KANSAS,1969,19,0
KANSAS,1970,31,0
KANSAS,1971,39,0
KANSAS,1972,46,0
KANSAS,1973,67,3
KANSAS,1974,45,1
KANSAS,1975,17,0
KANSAS,1976,21,0
KANSAS,1977,22,0
KANSAS,1978,31,2
KANSAS,1979,35,0
KANSAS,1980,21,0
KANSAS,1981,40,1
KANSAS,1982,67,3
KANSAS,1983,32,1
KANSAS,1984,67,1
KANSAS,1985,22,0
KANSAS,1986,37,0
KANSAS,1987,23,0
KANSAS,1988,24,0
KANSAS,1989,31,0
KANSAS,1990,109,2
KANSAS,1991,130,4
KANSAS,1992,94,0
KANSAS,1993,70,1
KANSAS,1994,41,0
KANSAS,1995,73,0
KANSAS,1996,73,0
KANSAS,1997,65,0
KANSAS,1998,72,0
KANSAS,1999,68,1
KANSAS,2000,70,0
KANSAS,2001,110,1
KANSAS,2002,104,0
KANSAS,2003,93,3
KANSAS,2004,125,0
KANSAS,2005,140,0
KANSAS,2006,100,0
KANSAS,2007,165,4
KANSAS,2008,218,3
KANSAS,2009,107,0
KANSAS,2010,88,0
KANSAS,2011,74,2
KANSAS,2012,110,1
KANSAS,2013,58,0
KANSAS,2014,41,0
KANSAS,2015,141,0
KANSAS,2016,114,0
KANSAS,2017,63,0
KANSAS,2018,48,0
KANSAS,2019,102,0
KANSAS,2020,17,0
KANSAS,2021,39,0
KANSAS,2022,62,0
KENTUCKY,1950,2,0
KENTUCKY,1951,2,1
KENTUCKY,1952,3,0
KENTUCKY,1954,3,0
KENTUCKY,1955,3,0
KENTUCKY,1956,10,1
KENTUCKY,1957,4,0
KENTUCKY,1958,8,0
KENTUCKY,1959,3,1
KENTUCKY,1960,2,0
KENTUCKY,1961,10,1
KENTUCKY,1962,3,0
KENTUCKY,1963,9,0
KENTUCKY,1964,17,1
KENTUCKY,1965,7,1
KENTUCKY,1966,4,0
KENTUCKY,1967,17,0
KENTUCKY,1968,12,4
KENTUCKY,1969,5,0
KENTUCKY,1970,10,0
KENTUCKY,1971,20,3
KENTUCKY,1972,12,0
KENTUCKY,1973,19,0
KENTUCKY,1974,56,13
KENTUCKY,1975,1,0
KENTUCKY,1976,5,1
KENTUCKY,1977,13,0
KENTUCKY,1978,5,0
KENTUCKY,1979,12,1
KENTUCKY,1980,15,1
KENTUCKY,1981,4,0
KENTUCKY,1982,13,0
KENTUCKY,1983,9,0
KENTUCKY,1984,12,0
KENTUCKY,1985,5,0
KENTUCKY,1986,10,0
KENTUCKY,1987,7,0
KENTUCKY,1988,4,1
KENTUCKY,1989,20,0
KENTUCKY,1990,20,0
KENTUCKY,1991,12,1
KENTUCKY,1992,12,1
KENTUCKY,1993,4,0
KENTUCKY,1994,2,0
KENTUCKY,1995,30,0
KENTUCKY,1996,28,0
KENTUCKY,1997,39,3
KENTUCKY,1998,17,2
KENTUCKY,1999,6,0
KENTUCKY,2000,24,0
KENTUCKY,2001,7,0
KENTUCKY,2002,19,1
KENTUCKY,2003,39,2
KENTUCKY,2004,23,0
KENTUCKY,2005,23,1
KENTUCKY,2006,22,0
KENTUCKY,2007,33,0
KENTUCKY,2008,39,2
KENTUCKY,2009,41,1
KENTUCKY,2010,22,0
KENTUCKY,2011,70,0
KENTUCKY,2012,56,6
KENTUCKY,2013,44,0
KENTUCKY,2014,29,0
KENTUCKY,2015,17,0
KENTUCKY,2016,28,0
KENTUCKY,2017,29,0
KENTUCKY,2018,39,1
KENTUCKY,2019,30,0
KENTUCKY,2020,26,0
KENTUCKY,2021,63,9
KENTUCKY,2022,34,0
Kentucky,1974,3,2
Kentucky,1995,6,0
Kentucky,1996,3,0
LOUISIANA,1950,28,5
LOUISIANA,1951,10,0
LOUISIANA,1952,11,1
LOUISIANA,1953,32,4
LOUISIANA,1954,11,2
LOUISIANA,1955,3,0
LOUISIANA,1956,6,0
LOUISIANA,1957,33,7
LOUISIANA,1958,5,0
LOUISIANA,1959,12,0
LOUISIANA,1960,9,0
LOUISIANA,1961,25,2
LOUISIANA,1962,20,1
LOUISIANA,1963,9,0
LOUISIANA,1964,16,1
LOUISIANA,1965,29,0
LOUISIANA,1966,12,0
LOUISIANA,1967,20,0
LOUISIANA,1968,17,0
LOUISIANA,1969,19,1
LOUISIANA,1970,16,1
LOUISIANA,1971,23,2
LOUISIANA,1972,17,0
LOUISIANA,1973,35,1
LOUISIANA,1974,63,2
LOUISIANA,1975,57,2
LOUISIANA,1976,19,1
LOUISIANA,1977,48,1
LOUISIANA,1978,29,2
LOUISIANA,1979,9,0
LOUISIANA,1980,17,2
LOUISIANA,1981,21,0
LOUISIANA,1982,40,0
LOUISIANA,1983,71,4
LOUISIANA,1984,36,0
LOUISIANA,1985,24,0
LOUISIANA,1986,17,0
LOUISIANA,1987,26,1
LOUISIANA,1988,36,0
LOUISIANA,1989,49,1
LOUISIANA,1990,74,0
LOUISIANA,1991,39,0
LOUISIANA,1992,87,1
LOUISIANA,1993,10,1
LOUISIANA,1994,8,0
LOUISIANA,1995,50,0
LOUISIANA,1996,20,1
LOUISIANA,1997,20,0
LOUISIANA,1998,26,1
LOUISIANA,1999,72,1
LOUISIANA,2000,50,0
LOUISIANA,2001,36,1
